comment,paslon,sentiment
"n02 pak luthfi  yasin
penjenengan joss pak
gaya bicaranya sangat tegas lugas dan cerdas
bismillahirrahmanirrahim banteng tumbang di kandang
aamiin","andika_hendi, luthfi_taj",negatif
ke2 paslon mempunyai kompeten untuk memimpin jateng dibawah siapapun memimpin semoga jateng terus membaik,luthfi_taj,positif
"pdip ketar ketir gak tuh petinggi negara udah pada turun gunung
makanya bu mega jangan sok iye ngerendahin pak jokowi 

salam lugas","andika_hendi, luthfi_taj",negatif
jateng perkasa tanpa fufufafa dan bapaknya,andika_hendi,positif
"kami warga jawa tengah dengan rasa ketulusan hati tanpa intervensi partai coklat mendukung andika hendi menjadi gub jateng 

jatengperkasa
beranijujuritubaik","andika_hendi, luthfi_taj",negatif
"lugas
luthfi gus taj yasin 
ngopeni ngelakoni jateng",luthfi_taj,netral
bismillah pak andika bawa jateng lebih baik maju,andika_hendi,positif
tetap andika donk,andika_hendi,positif
bicara lowongan kerja apa ya sampai gubernur ngurusin masarakat g ada ceritanya apa usaha masarakat di arahkan kl g jungkir balik sendiri g pernah gubernur ngurus omon2  yg di suguhkan  masarakat sdh bosen janji2 yg  g ada bukti,luthfi_taj,negatif
janjine okeh men nmr 2 kalau jadi tenanan orapo gor cocote ae,luthfi_taj,netral
tsj jasin waktu jd wagub pak ganjar tdk kelihatan kinerjanya dan tdk pernah tampil ke publik cuman dism duduk ditempst sy dsn klrg tetangga pd pilkada lalu pilih ganjar tsj yasin tp pilkada thn ini sy klrg dan tetangga mayoritas nu dan pkb pilih paslon no 1 andika hendi,"andika_hendi, luthfi_taj",negatif
andika,andika_hendi,netral
"perkasa 
sudah mantap pak andika dan pak hendi",andika_hendi,positif
negri ya luffy kalau bicaragalak banget keliatannya  aku pilih 1 andika perkasa dan pak hendi saja,andika_hendi,negatif
di endors presiden kok bangga hhaahah di usung 15 parpol pula tapi masih mlempem,andika_hendi,negatif
ada pasangan yg terlalu manis dan banyak janji seperti sedang berhalusinasi mari jadilah pemilih yg rasional berintegritas dan cerdas bos,unknown,negatif
"utk saat ini masih tni memimpin yg di butuhkan masyarakat sampai persepsi publik membaik kepada instansi kepolisian
andika rambo perkasa utk jateng yang berkeadilan","andika_hendi, luthfi_taj",negatif
salatiga hadir untuk pilih psangan andikahendi,andika_hendi,positif
pak janji kok g msk logika semua serba manis apa ya  omon2 menurut penonton kalau sdh di tampuk kepemimpinan  itu g mungkin,luthfi_taj,netral
andika hendi untuk jateng perkasa 20242029,"andika_hendi, luthfi_taj",netral
jateng perkasa,andika_hendi,netral
tidak butuh puskesmas keliling pak yg di desa sudah ada pkd saja tp dokter dan bidannya yg tidak ada,unknown,negatif
tetap perkasa,andika_hendi,positif
pilih pemimpin yg nggak bnyak program tp pilih pemimpin yg realistis aja dan baik attitudenya,unknown,positif
_sǝ ꓵꓕɐs ꓨnosoꓘ_,unknown,positif
mana like nya yang mendukung 01,andika_hendi,positif
_kosong satu yes_,andika_hendi,negatif
hebat 02,luthfi_taj,positif
no1 pak andika hendi,andika_hendi,negatif
menyala jendral,unknown,positif
sejak kapan sambo ramah ya,luthfi_taj,positif
"rambo vs sambo
9 2599","andika_hendi, luthfi_taj",negatif
bismilah andika,andika_hendi,netral
nderek gus yasin ws terbukti ora neko2 duwe remnk 01 mboh ga ngerti dwe rem opo losdoll,"andika_hendi, luthfi_taj",negatif
27 nanti kami sekeluarga pilih 1 saja g mau mendua,"andika_hendi, luthfi_taj",negatif
"kita kawal pak andika hendi  
yen ono bansos mengatasnamakan paslon tertentu foto terus laporke
wingi ono sing andum minyak kon mbayar limangewu",andika_hendi,negatif
paslon 02,luthfi_taj,netral
pilih rambo,andika_hendi,negatif
pokoknya pak hendi pilihan ku 1 keluarga,andika_hendi,positif
paslon 02,luthfi_taj,netral
paslon 02,luthfi_taj,netral
paslon 02,luthfi_taj,netral
paslon dua 2,luthfi_taj,negatif
"aku dr sulsel tp ngk bisa ikut nyoblostp cm aku bisa be4doa buat pak andika
no 0n3 andikayess",andika_hendi,negatif
sik komen 95 roto roto pendukung nomer siji,unknown,negatif
5 thn dulu kemana pak yasin,luthfi_taj,negatif
5 thn dulu kemana pak yasin,luthfi_taj,negatif
no 02 debatnya hebat semoga masyarakat jateng pilih 02 aamiin,luthfi_taj,negatif
para purnawirawan polri aja pada dukung p andika,andika_hendi,netral
ayo korea korea teruslah berjuang mencari galah yang tepat agar one day kamu akan menting,unknown,positif
andika hendi keren,andika_hendi,negatif
"dari sekian banyak komentar terlihat jelas kan siapa sosok pemimpin terbaik yang diinginkan warga jateng 
bravo andika hendi",andika_hendi,positif
ga masuk akal 02 kokean janji,luthfi_taj,positif
rambo dan sambo  oke rambo no 1,"andika_hendi, luthfi_taj",netral
p andika mawon njih ampun kesupen coblos gambar nomer siji,andika_hendi,negatif
saya warga kalimantan dkung andika,andika_hendi,positif
"intinya rakyat cinta tni pak andika


kali ini rakyat akan hidup semati dukung jendral kita pak andika sampai titik darah penghabisan pak",andika_hendi,positif
moderator e keren ono mas andromeda,unknown,positif
ayo buktikan jateng kudu due pemimpin seng serius iso ngayomi warga jateng ojo seng karbitan ya,unknown,negatif
wes to warga jateng pilih seng tentara aku wong luar jawa ae pengen milih seng tentara,unknown,negatif
pak andika 100cocok jdi gub di jateng,andika_hendi,negatif
01 all in,andika_hendi,positif
bismillah gabus grobogan siap menangkan 01 andikahendi,andika_hendi,negatif
"presiden kita mantan tni gubernur kita pun wajib tni 

khususnya jawa tengah

tau sendiri lah tni harga mati untuk rakyat contoh nya presiden kita dr tni untuk rakyat",andika_hendi,negatif
sy sekeluarga nanti akan pilih pak andika,andika_hendi,negatif
mari kita pilih calon pemimpin yang benar2 bisa bekerja untuk jawa tengah lebih baik jangan gadaikan masa depan kita pada politik uang atau sembako,luthfi_taj,positif
"01 mantap
02","andika_hendi, luthfi_taj",netral
01,andika_hendi,positif
janji janji doang paslon no 2  ra muthu,luthfi_taj,negatif
judol masih makmur dijateng,unknown,negatif
tapi ya gak apa apa ada baiknya juga siapapun yg jadi tidak masalah secara wawasan bagus ini pak andika pak luthfi juga keren,"andika_hendi, luthfi_taj",netral
pak luthfi memang ok semoga allah swt meridhoi jadi gubernur jateng,luthfi_taj,netral
sejak awal klop nya pak andika duet sama pak luthfi,"andika_hendi, luthfi_taj",positif
pak lutfi kalau ngomong ngegas terus yagak bisa kalem tenang  kaya pak andika,"andika_hendi, luthfi_taj",netral
paling ideal duet nya pak andika sama pak luthfi beliau berdua ini  chemistry nya klop sekali betul gak,"andika_hendi, luthfi_taj",positif
ttp andika,andika_hendi,netral
mayoritas warga jepara 99 nderek gussemadep mantep allohumma dadidadi dadiaamiin,luthfi_taj,negatif
kami warga pemalang dukung penuh  andikahendi,andika_hendi,positif
melihat yang lebih islami,unknown,negatif
pilih tentara saja,unknown,negatif
no 1 gubernur jateng,andika_hendi,positif
tetep pak lutfi  karena pikiran bukan otot saja hehe,luthfi_taj,negatif
saya sekeluarga pilih figur bukan partai saya sekeluarga pilih figur tni jenderal andika perkasa yes,"andika_hendi, luthfi_taj",negatif
pak hendi anda keren loh gagasan dan arahnya bisa di pahamin,andika_hendi,positif
ngopeni  opo gak coyo,unknown,netral
kudus 01,andika_hendi,positif
sragen hader untuk andika perkasa,andika_hendi,netral
smg pilgub jateng bpk andika yg menang,andika_hendi,negatif
andika donk,andika_hendi,netral
setelah melihat debat 123 alhamdulillah satu keluarga sudah memutuskan uk memilih pasangan 01 bpk andika  bpk hendi,"andika_hendi, luthfi_taj",negatif
01 menang menang menang,andika_hendi,negatif
gus yasin,luthfi_taj,positif
jaji2 dapat ilmu dari jokowi maubina itu ke jln tol dlu patroli janji udh ga mempan jnji2 ke rakyt jateng rakyat jateng br harap pemimpin yg mampu mengayomi bukan jnji2 jln2 bosok rakyat br harf hnya pak andika yg mampu mengayomi rakyat jateng mantf,"andika_hendi, luthfi_taj",negatif
andika hendi for jateng,andika_hendi,positif
menangkan andika perkasa di jateng menuju pilpres 2029,"andika_hendi, luthfi_taj",positif
27 november 2024 yuk ke tps pilgub jngn bimbang dn ragu no 1 buka no 2 di toblos no 3 masukan ke kotak suara jos 02 gasken,"andika_hendi, luthfi_taj",negatif
01,andika_hendi,positif
"jateng ngopeni  dan ngelonigayeng
hayo pilih rambo apa pilih sambo","andika_hendi, luthfi_taj",negatif
"p info fungsi debat 
ga usah debat sudah bisa di tebak mana yang di dukung istana 
mau ultramen iron men kalo lawan istana berat",unknown,netral
dari jawa barat memandang andika hendi pemenang,andika_hendi,negatif
like komen ini untuk 01,andika_hendi,positif
semakin jendral andhika hendi yes,andika_hendi,positif
"ngomong ko ngegas terus pak luthfialon asal ngena lewih becik loh ya
pokoke andika hendi nomer 1","andika_hendi, luthfi_taj",negatif
lebih baik rambo daripada sambobravo pa andika perkasa,"andika_hendi, luthfi_taj",positif
insya allah lutfi taj yasin gubernur jateng,luthfi_taj,positif
01 lbih mumpuni dan realistis bkn mengawang2 atau skdar omon2,"andika_hendi, luthfi_taj",positif
tahu kan pemimpin yg sudah siap tempur tahu medan kondisi bismillah utk jateng maju andika hendj,andika_hendi,negatif
andika hendi otot kawat balung besi  lutfi yasin otot karet balung lehor salah makan,"andika_hendi, luthfi_taj",negatif
kendal selatan pak hendi namber one,andika_hendi,negatif
bismillah 02,luthfi_taj,positif
rekam jejak andika perkasa selama jadi jenderal terbukti peduli wong cilik,andika_hendi,netral
no 1 sj sy tetap mendukung yg dr pdip krn pdip  menghormati uudn,andika_hendi,positif
saya tetap pak andika pak hindi,andika_hendi,netral
wargah jateng setuju memili no 1 pak andika hendi,andika_hendi,negatif
mantap pak andika idola rakyat jawa tengah,andika_hendi,positif
i love tni,andika_hendi,positif
pak andika harus kalian menangkan saudara di jateng beliau layak jadi pemimpin,andika_hendi,positif
kita kalah kan pengerusak demokrasi,unknown,negatif
ngk usah debat pak jelas mas lutfi gus yasin seng menang insyaallh,luthfi_taj,negatif
pak andika selalu di hati,andika_hendi,positif
pokoke andika hendi nomer 1,andika_hendi,positif
number  one heart,unknown,positif
pak hendi pancen jos pandai cerdas santun,andika_hendi,netral
jateng rambo perkasa sambo ke laut saja,"andika_hendi, luthfi_taj",negatif
orang bijak pilih pemimpin yang asli jateng,unknown,positif
"bismillah pak andi dan mas hendi 
gubernur 2024_2029","andika_hendi, luthfi_taj",positif
pokoke andika untuk jawa tengah,andika_hendi,positif
tempat tepat tetep andika hendi pilihanku,andika_hendi,netral
jateng gak butuh janji jateng butuh andika hendi,andika_hendi,negatif
hati2 kalau memilih wakil rakyat mantan pulisi yang banyak keliaran di jalan bukan tni udah banyak korban tilang,"andika_hendi, luthfi_taj",negatif
vtsimon1922,"andika_hendi, luthfi_taj",positif
blk ki ora ono gunane isine wong nganggur dibayar lutfi eror,luthfi_taj,negatif
ngapunten yi  wakil periode pertama dpd mpun cekap nggih,unknown,negatif
saya warga purwokerto siap dukung andikahendi,andika_hendi,positif
indonesia baru saja menang 2  0 atas arab saudi 2 yg menang,luthfi_taj,negatif
terimasih paslon satu yg delalu menghargai program padangan lain itulah satria,andika_hendi,negatif
yang sebelah berapi api jadi saya dan keluarga pilih yang sebelahnya,unknown,negatif
makin terlihat beda level kecerdasan pndidikan dg kombinasi pengalaman  yg sangat munpuni trlihat paslon 1 makin cemerlang bersyukur jateng akan memiliki pemimpin sekelas andika  hendi,andika_hendi,positif
nyimak debat tadi seneng banget rasanya saat bpk hendi sebut daerah kebumen dengan pantai yang seperti di selandia baru,andika_hendi,negatif
gedabrus,unknown,positif
andika hendi,andika_hendi,netral
tetap andika hendi  paparannya masuk akal dan gak kebanyakan janji tapi bukti yg akan di persembahkan untuk jawa tengah,andika_hendi,netral
tidak salah lagi kita pilih pasangan andika hendi mantap dan berbobot,andika_hendi,negatif
saya punya hak pilih tapi maaf tidak akan milih budak mulyono,luthfi_taj,negatif
"pin pin po

yg jd gub  wa gub tgl 27112024 mr lutfi  mr yasin
cah  wong sragen insya alloh dateng ke tps coblos no 02","andika_hendi, luthfi_taj",negatif
pilih yang tidak jadi boneka partai,unknown,negatif
pekalongan pak andika dan pak hendi,andika_hendi,positif
alhamdulillah melalui gelaran debat2 balon pemimpin ini kita bisa lbh mengenal dan mampu menentukan pilihan siapa yg akan kita dukung  melalui kwalitas apa yg beliau2 sampaikan atas program2nya  luar biasa kedua calon bisa saling dukung dan melenglapi wacana program2nya pokoke apik kabeh,luthfi_taj,positif
02,luthfi_taj,netral
salah 1 calon udah mulai ngasih minyak goreng,andika_hendi,negatif
subhanallah3semoga terkabulbpklutfiyasin,luthfi_taj,negatif
satu satu satu,andika_hendi,positif
menyala pak andika  hendi kulo mendukung panjenengan,andika_hendi,positif
pret lah no2,luthfi_taj,netral
no2 kebanyakan janji,luthfi_taj,netral
hendi lama2 watak nya kaya ganjar pdhl andika santun,"andika_hendi, luthfi_taj",negatif
paslon 01 andika hendi ttep perkasa,andika_hendi,negatif
jangan lupa 01bpk and ikan perkasie,andika_hendi,positif
hadir,unknown,netral
"kok pada pak andika kebeh yo
yo alhamdulillah
brarti jenengan sehat",andika_hendi,positif
perkasa pak jendaral emang,andika_hendi,negatif
jangan nerima bansos  buangkan saja kalau orang ngasih  ingat itu,unknown,negatif
siapapun gubernur jateng  asal jangan dari polisi,luthfi_taj,negatif
"andika hendi tidak muluk jual janjiuntuk jateng tetap no 1 rambo yes
sambo no","andika_hendi, luthfi_taj",negatif
"awalnya saya suka pak lutfi
tapi saat melihat debat saya yakin pak andika hendi yang nggak bertele tele dan menyakinkan no1 yes","andika_hendi, luthfi_taj",negatif
02 ahmad lutfi dan gus yasin,luthfi_taj,positif
oi kalu idak terlaksana omon2 saja uwang dr mna hahaha ini janji bolih ditepati boleh tdk  kl sdh jd lupa,luthfi_taj,negatif
andika oke tp takutnya kaya kmrin2 boneka lg boneka lg jd ga bisa bergerak dgn tujuan awal waktu kampanye,"andika_hendi, luthfi_taj",netral
lebih lancar hendi dari pada andika kalau ngomong,andika_hendi,negatif
"bismillah dherek ikut pilih tni
ogah ma sambo judol","andika_hendi, luthfi_taj",negatif
disini gak ada yg dukung sambo kah,luthfi_taj,negatif
tetap pak andika 01,andika_hendi,positif
siapapun yg terpilihsmoga  amanahg omdog mlah mempersulit masyarakat,unknown,positif
andika win,andika_hendi,positif
rambo membara no rekayasa,andika_hendi,negatif
no 1 pigur nya juga kalahkan no 2,"andika_hendi, luthfi_taj",negatif
no 1,andika_hendi,negatif
jawa tengah biru langit02 pilihanku,luthfi_taj,positif
ora miker dekengan pusat opo maneh mantan pusatsek penting dukung penuh pk andika hendi menuju jateng 1,andika_hendi,negatif
bpk andika  bpk hendi jos 27 siap memilih,"andika_hendi, luthfi_taj",negatif
01,andika_hendi,positif
insya allah pak andika,andika_hendi,negatif
"emoh pilih koncone sambo
pak rambo pilihanku","andika_hendi, luthfi_taj",netral
pilih dari pdip ora ridho pasti nyusruuk,andika_hendi,negatif
"hendi itu memberi contoh apa yang pernah sudah dilakukan saat hendi jabat walikota

yasin iku sing goblok pekok ora esoh nompo maksute hendi","andika_hendi, luthfi_taj",positif
pak andika tipe pemimpin pekerja lihat history di youtube  sewaktu pak andika jadi ksad dan panglima tni jateng rugi kalo tdk dapat pemimpin pak andika perkasa pak andika tipe pemimpin peduli,andika_hendi,netral
tetap pilih andika semakin meroket konsetuenya,andika_hendi,negatif
pilih yang tidak ada mulyono nya,luthfi_taj,positif
lutfi hakim mengunakan vidio pak prabowo  di youtube,luthfi_taj,positif
jangan pilih petugas partai  menangkan 01  ahmad lutfi dan gus yasin,"andika_hendi, luthfi_taj",negatif
"semog maju jawa tengengah meski kedua pasangan ini baik mungkin hanya 1 yg terbaik 
mohon maf buat  pasangan pak lutfi mungkin hatiku tergerak tuk memilih pasangan pak andika p hendi  salam","andika_hendi, luthfi_taj",netral
ahmad lutfi menang menang no 2,luthfi_taj,negatif
pilihanku no 1,andika_hendi,positif
"sama2 bagus 
tergantung hati nurani",luthfi_taj,negatif
muka cerah ramah senyum  andika perkasa top,andika_hendi,positif
pak andika hendi oke no 1 jgn lupa ke ke tps no 1,andika_hendi,netral
andika hendi,andika_hendi,netral
lirik juga kab brebes ujung barat jawa tengah bapak bapak disana belum bisa teropeni sepenuh nya,unknown,netral
salam dr jogja pak andika pak hendi berkelas sekali anda layak jadi pemimpin jateng bismillah nderek berdoa 2024 andika hendi jateng 1,"andika_hendi, luthfi_taj",negatif
andika,andika_hendi,netral
lutfi gus yasin,luthfi_taj,positif
ganyang pasukan mulyono,luthfi_taj,netral
panglima rambo joss luwih becik luwih maju,andika_hendi,netral
lutfi retorika,luthfi_taj,positif
bismillah andika,andika_hendi,positif
andika yess kalahkan mulyono,"andika_hendi, luthfi_taj",negatif
tgl 27 pak andika menang tgl 28 potong rambut botak,"andika_hendi, luthfi_taj",negatif
andika hendi,andika_hendi,netral
jangan marah gus gas e ojo naik slow,luthfi_taj,negatif
orang cerdas pilih bpk andika perkasa,andika_hendi,negatif
top  kenapa andika  hendi lebih disukai rakyat jawa yejgh,andika_hendi,positif
apa gak ada pendukung sambo d sini,luthfi_taj,negatif
number 1 my idola,andika_hendi,positif
gk ada obat jendralsaya akan pulang ke jawa te gah untuk milih jendral,unknown,negatif
nyong wong kebumen jend andika perkasa is the best t,andika_hendi,positif
pak lutfi dan gus yasinorang baiksudah jd kehendak alam jd gubenur dan wakil gubenur dan dapat suara 60,luthfi_taj,positif
ahmad lutfi dong,luthfi_taj,positif
andika perkasa pilihaku untuk jateng 1,andika_hendi,netral
andika hendi,andika_hendi,netral
andika perkasa,andika_hendi,positif
no 1 pilihanku rambo yes,andika_hendi,negatif
saya tertarik visi misi paslon 02,luthfi_taj,netral
ganjar mahfud,unknown,netral
andika  hendi,andika_hendi,netral
andikaa,andika_hendi,netral
andika hendi lebih teruji memimpin jawa tengah memilih pemimpin liat rekam jejak nya liat pak luthfi ketika jadi kapolda dan liat pak andika ketika jadi panglima liat pak hendi ketika jadi walikota dan liat gus yasin ketika jadi wakil gubernur,"andika_hendi, luthfi_taj",netral
sosok calon gubernur yg santun cerdas rendah hati tgl 27 nov andika hendi bismillah,"andika_hendi, luthfi_taj",negatif
01 gaspol,andika_hendi,positif
01 gasspoll,andika_hendi,positif
orang waras pasti pilih tni,andika_hendi,negatif
klo no 2 yg jadi gubernur taj yasin ya bakalan dipikirkan lah ini kemarin sudah wakil sekarang wakil lagi ga ada peningkatan mending jadi dpd gajinya gede klopun nanti jadi nanti2nya juga ga mungkin taj yasin jadi ri 1 atau 2,"andika_hendi, luthfi_taj",negatif
nu masih milih nungadukung na kelga mulyono jeung fufufafa berarti masih beulegug,luthfi_taj,negatif
poolke bersatu untuk andika hendi gas pool,andika_hendi,positif
saudara saudara ku yg tinggal di jateng ayo pilih p andika salam dari kalimantan,andika_hendi,negatif
"nomer setunggal mawonach
liyaneemoh",unknown,netral
01 joss,andika_hendi,positif
pokoe gas pool pak jendral,unknown,negatif
jateng cerdas 1,andika_hendi,positif
tetap perkasa to yo,andika_hendi,positif
"pokokke no 1 
menyala",andika_hendi,negatif
lutfiyasin bnyak jnji jwbanya teoritisandikahendi praktek nyata ndak obral jnjiandikahendi gubernur dan wakil gubernur jateng coblos no1,"andika_hendi, luthfi_taj",negatif
no 2 boleh to,luthfi_taj,negatif
saya warga jatim tetap mendukung andika perkasa for gubernur jateng 2024  2029 bismillah pasti menang aamiinlebih baik figur tni yg memimpin dari pada figur polisi,"andika_hendi, luthfi_taj",positif
pak luthfi gus yasin mantap,luthfi_taj,positif
ternyata keren pak lutfi cara pemikiran nya,luthfi_taj,netral
rambo bae aja sambo tegal nyawiji ora kota ora kabupaten ora provinsi pokoke no 1 kabeh,"andika_hendi, luthfi_taj",negatif
andikahendi visi misinya jelas  pak andika mantan panglima tni yg berhasil pak hendi jg walikota semarang dengan,andika_hendi,positif
visi misi nya kok bagus ya pak lutfi,luthfi_taj,netral
2 foya,luthfi_taj,negatif
dari muka nya ga ada yang bener,unknown,netral
alhamdulillah kalau sudah satu suara untuk 01  andika for jateng 1,andika_hendi,negatif
mau ono sing bangga ne cedak karo pusat,unknown,negatif
ngluruk tanpo bolo menang tanpo ngasorake hore damai,unknown,negatif
01,andika_hendi,positif
rambo joz,andika_hendi,negatif
orang cerdas pasti pilih 01 andika hendi poolke,andika_hendi,negatif
halah si lutfi kokean ndabrul,luthfi_taj,negatif
dukung no 2 pak lutfi pasti menang,luthfi_taj,netral
kue ngluruk kampanye gowo sopo wae  wong seng akeh gowo bolo yo kue lut lut,unknown,negatif
omon x golongn pa mulyono,luthfi_taj,netral
mg pa andika yg membang amin,andika_hendi,positif
"keduanya baik
tapi yang berkualitas dalam debat hatiku pilihanku jatuh pada andika hendi saya bukan pdi tapi andika hendi lebih mantab","andika_hendi, luthfi_taj",netral
pak luthfi saya yakin bapak betul2 mau ngopeni kita yakin 02,luthfi_taj,positif
tetap pa andika yg trbaik amin,andika_hendi,netral
bismillah moga andika hendi mnang,andika_hendi,positif
ditunggu program apikmu pak luthfi,luthfi_taj,negatif
jateng perkasa,andika_hendi,netral
saya mau mudik besok ke jateng mau coblos andika hendi,andika_hendi,negatif
ahmad luthfi seng duwe visi jelas,luthfi_taj,positif
pak luthfi orangnya tegas tapi merakyatcocok jadi pemimpin buat jateng,luthfi_taj,positif
andika hendi top yess,andika_hendi,positif
wegah milih jagone mulyonopak andika wae,"andika_hendi, luthfi_taj",negatif
ttap andika yg terbaik,andika_hendi,positif
purbalingga pilih lugas,unknown,negatif
yakin pak luthfi mampu ngangkat jateng jadi lebih hebat,luthfi_taj,netral
saya pilih calon gubernur yang keren no 02,luthfi_taj,negatif
jateng perkasa,andika_hendi,netral
jateng bakal tambah maju kalau pak luthfi jadi gubernur kabeh kudu dukung,luthfi_taj,negatif
andika perkasa for jateng,andika_hendi,positif
pilihan nya cuman 2 dan sulit di pertimbangkan kalau pilihan nya 5 gitu bisa di pertimbangkan,luthfi_taj,negatif
kokoh tak tergoyahkan warga jateng jgn lupa 27 nov no 01 andika perkasa hendo,"andika_hendi, luthfi_taj",negatif
madep mantep andika hendi menang menang menang,andika_hendi,negatif
siapapun pengendoos  siapapun dengengan jurkamya  saya ga gentar ttp no 1 aku ykn bersama pa rambo jateng akan lbh baik rambo rambo rambo yes menang,andika_hendi,negatif
gatotkocone jateng,unknown,negatif
mantap pak andikahendi,andika_hendi,netral
pak lutfi kebanyakan janji janji,luthfi_taj,netral
yg di pilihh p prbwo p lfii,luthfi_taj,negatif
hehehehe hanya ada satu paslon jendral pur tni andika perkasa  gub jateng,andika_hendi,negatif
nomor 1 sangat layak dan cocok mimpin jateng 1 mantap pak jendral andika dan pak hendi menang menang menang,andika_hendi,positif
01 memang mumpuni,andika_hendi,negatif
pak andikagak muluk,andika_hendi,negatif
enyonge pilih mas lutfi,luthfi_taj,netral
ini jateng bukan solo,unknown,negatif
andika hendi on syas alpoj menang,andika_hendi,negatif
01,andika_hendi,positif
pak luthfi ki pemimpin yang kita butuhkan betul2 ndak ada jarak sama rakyat,luthfi_taj,netral
terus buat agama  lain gimana pak lutfi  harus salingi bersatu biarpun agama berbeds,"andika_hendi, luthfi_taj",positif
program lutfi muluk muluk seperti asuransi kesehatan gratis duitnya dari mana bpjs aja tekor 20t memang pak andika yg tau situasi kondisi keuangan makanya ga muluk2 akan mengandalkan regulasi yg berpihak pada pertumbuhan ekonomi,"andika_hendi, luthfi_taj",netral
saya warga jateng percaya pak luthfi bakal bawa perubahan yang positif,luthfi_taj,positif
