comment,kebijakan
mana adiladil itu siapa yg salah itu yg bertanggungjawabyg salah tu mantan presidenmenteri keuangnkn urusan uangkok rakyattrutama rakyat kecilyg nanggunemng mau klau rakyat kecil salah pejabat yg nanggungmakanya mikir mikir mikirjangan kerja kerja kerjatu karena kerja yg mnanggung salah org lainpejabat kok kalah level sama buruhkaryawan pabrik buruhkaryawan pabrik gaji cukup doangpejabat gaji fasilitas tunjangn pesiunbla bla bla gedekerja tidak tanggungjawabjepang amanmaju karena budaya malu gede,ppn_12_persen
akibat pemerintah telat mengumumkan dan membiarkan wacana 12 simpang siur mekanisme pasar sdh menyebabkan inflasi utk semua brg bkn hanya brg mewah,ppn_12_persen
indonesia makin kocak,unknown
uu peeampasan asset segerah disahkan itu lebih lebih sangat penting,unknown
vampir indonesia,unknown
loh air mineral uda naik dari pabrikgimana,ppn_12_persen
apakah akan berdampak kesemuanya kita lihat omon2 menteri gemoy,unknown
banyak yg dapat beras tidak tepat sasaran,unknown
saya sangat menyangsikan sekali hasilnya dan prakteknya di lapangan nanti semua pada naik harga lihat lah nanti,ppn_12_persen
banyak wartawan tapi begok sudah di ulang2 masih saja tidak mengerti,unknown
sri sri tidak usah pinter kalaupun hanya naikin pajakapalagi utk barang mewah yang mana mobil listrik kan barang mewah juga,ppn_12_persen
salah satu pemimpin yg tidak becus kerja cari duit adalah dengan selalu mncari uang dengan pajaki rakyat,ppn_12_persen
adek2 simak baik2 ya,unknown
sahkan uu pa jika pemerintah sulit untuk mencari pendapatan dari sektor lain selain pajak maka rampas dari koruptor 300t kan banyak,ppn_12_persen
sebelumnya ppn kita berapa sih kok tiba tiba naik 12,ppn_12_persen
buefeknta harga2juga pada naiksoalnya yg kaya pajaknya naiknaka jika dia punya usaha jual belimaka dia akan menaikkan harga barangnya,ppn_12_persen
sri mundur dari jabatan menteri perkonomian napa,ppn_12_persen
penjahat wiwi dan wowo,unknown
ribet amat sih nyatakan saja ppn tidak jadi naik merasa malu mengakui kesalahan kebijakan boleh salah tidak boleh bohong,ppn_12_persen
yg perlu hukuman koruptordi gantung,ppn_12_persen
ppn naik 12 miskinkan yang korup danhukum seumur hidupatau hukuman mati,ppn_12_persen
yakin pasar tidak ngaruh,unknown
belum naik saja barang uda naik semua,ppn_12_persen
pinjam bank dan lising ada pajak dan bunga terlalu besar,ppn_12_persen
semoga bu sri mulyani dan jajarannya dibri kesehatan dan kekuatanamin,ppn_12_persen
harga barang udh pd naik,ppn_12_persen
ada yang pernah periksa struk belanja di retail store tentang ppn untuk gula dan beras yang di beli sebab menurut ibu menkeu ppn nya 0,ppn_12_persen
berlakukan uu anti korupsi dan hukum mati semua pelaku korupsi,ppn_12_persen
padahal kasih pajak 12 kepada kolongmerat indonesia lebih efisien drpd susah payah pajak in rakyat jelatapajak in 1 org kolongmerat yg berpenghasilan 300 t sudah dapat 36 tpajak in rakyat 36 t itu butuh 60 juta org yg berpenghasilan rata2 umr hanya 5 jt1 banding 60 jt org bung tetap rakyat inilah yg juara bermental kaya raya,ppn_12_persen
semangat bekerja bu,unknown
mulyani sibuk nyari duit buat bayar utang nya mulyono karena mulyono ninggalin banyak utangnanti barang yg di sebutkan tadi akan kena pajak juga buat makan siang gratis anak2 indonesiajadi anak nya di kasih makan gratis bapak ibu nya di kenakan pajakomon koson,ppn_12_persen
yg di omongin sma fakta di lapangan sgt jauhturun dong kelapanggan yg mahal itu harganya mewah nya harus jelas ncuk,ppn_12_persen
saya setuju dengan ini karena barang mewah 99 adalah impor,unknown
segala sektor apa yg tidak di korupsi,ppn_12_persen
pemerintah seharusnya ancam tuh oligarki yg gaji pegawai nya murah tapi hartanya triliunan,ppn_12_persen
minyak tidak disebutkanwaduhbbm naik dong,ppn_12_persen
dampak domino nya lohhh bu sdh kami rasakan semua produk dan jasa sdh naik harga semua kalian yg hidup enak diatas sana tidak akan prnah marasakn pahitnya dri harga2 yg selalu naik tp lapangan kerja semakin sulit,ppn_12_persen
berarti mtr semua jenis juga naik,ppn_12_persen
turun ke bawah biar tahu faktanyagak sesuai dengan ucapan,ppn_12_persen
pajak naik koruptor beringas negara aneh 300t penjara 65 th belum remisi,ppn_12_persen
terima kasih pak presiden atas kebijaksanaannya pak presiden memang sangat memikirkan rakyat kecil dan berantas koruptor yang telah merusak bangsa,ppn_12_persen
kapan beli barang mewah,unknown
private jet yacht rumah 30m lebih balon udara pesawat udara peluru senjata api heli kapal pesiar kenapa perumahan sudah announce ipl bulanan semua naik pdhal harga rumah murah bagaimana tuh,ppn_12_persen
hapos pkh dan blt karena banyak salah sasaranpasti setabil,unknown
ibu mulyani coba ibu cek satu2 warung2 atau dtng k pasarppn naik ya semua ikut naik tidak hanya barang2 mewah yg di sebutkangmn sih,ppn_12_persen
emang tidak naik tp imbas nya pasti ada,ppn_12_persen
pinter ngomong pinter ngitung yg jadi kena imbas para tki tkw pahlawan devisa mentri dpr mpr pengusaha ma aman sulaiman,ppn_12_persen
barusan beli bakpau kakilima sudah naik 500 rupiah,ppn_12_persen
nah itu keterangan pak presiden jagoan nkri we lve you pak utk adekadek mahasiswa paham yaajgn lg demodemoan ya dek malu mamak kalau tidak beli pesawat dan tidak beli kapal pesiar juga kok kalian ikutikutan demo,ppn_12_persen
menkeu khusus ngutang dan naikin pajak rakyat,ppn_12_persen
jadi masyarakat perlu sadar bahwa kita ini tdk di beratkan pemerintah jadi jagan demo2 lah biarkan pemerintah kita bekerja dengan baik,ppn_12_persen
sembako sekarang jadi brang mewah sulit membelinya,unknown
ok gas ok gasmentri mulyani hebat menjadi mentri untuk tiga presiden terpilih,ppn_12_persen
ini mulyono yg bikin negara maju mundur,ppn_12_persen
ppn yg naik hanya barang mewah tp nyatanya dilapangan semua ikut naik barang mewah yg beli hanya pebisnisorang kaya orang kaya butuh profit tambahan karena ppn naik akhirnya produk yg dijual juga dinaikkan,ppn_12_persen
saya dukung pemerintah berat untuk yg kaya raya,ppn_12_persen
hidup mahasiswa,unknown
pendusta,unknown
penguasa isap darah pengusahapengusaha isap rakyat kecil,ppn_12_persen
untuk pendukung omon2 saja saya ogah ppn naik,ppn_12_persen
cocok saya setuju,unknown
para konsumen jet pribadi kapal pesiar rumahnya seharga 30 m lebih makanya beras impor pada tidak terima dikenain pajak 12,ppn_12_persen
ngapain dia lagi sih jadi mentri,ppn_12_persen
ppnbm lah bukan ppn kalau ppn kena semua kaya ipl rumah bulanan dll coba klarifikasi yg jelas,ppn_12_persen
baru 2 bulan 15 hari sudah naikin upetistart yang burukselanjutnya apa naikin bensingaslistrikminyak atau apa lagidi bawah ketiak mukididah begitu kurang lihai pula,ppn_12_persen
biasanya dalam rangka meningkatkan pendapatan pemerintah pra bupati atau wali kota maka bisa saja menetapkan senua ppn 12,ppn_12_persen
menteri gagal ini bisanya naikin pajak doang,ppn_12_persen
o sembako hingga angkutan penumpang darat laut dan udara 12 untuk barangan mewah dipikir pikir yg demo itu bukan bela rakyat bawahan tapi ternyata bela orang kaya haha,ppn_12_persen
wkwkwk,unknown
dan semua pejabat pemerintah mulai presiden menteri pejabat negara lain kenakan pajak 45,ppn_12_persen
negara yang gagalnegara yang menaikan pajak 12buat undang koruptor dihukum mati dan dimiskin kan,ppn_12_persen
kalaupun keputusan di tangan persiden itu mudahtapi keputusan lewat persiden dan dprpersiden ingin udang udang perapasan aset tapi lo dpr tidak meytujui ya tidak jadi tapi lo bikin ibu kota pasukan si joko dan pdi langsung setuju ituk utuk merapok uang negar dan rakyat sampe anak cucu utuk kesenangan golongan pejaja rakyat idonesa,ppn_12_persen
jangan ambil pusing yg naik 12 itu barang mewah dan kalau yg 0 tiba2 dipasar naikgampang skrng kan teknologi dah majumasing2 punya hptinggal video dan viralkan saja begitu saja kok bingungpaling pedagang yg nakal tinggal di cidukmasyarakat indokan dah pada pinter dan kreatif,ppn_12_persen
sri mulyani jangan asal ngomong semua brg naik ppn belum di tetap kan,ppn_12_persen
9 naga itu yg pantas di kenakan ppn tambahan kalau perlu pajak buat 9 naga dibuat 55 dari setiap yg mereka beli atau miliki,ppn_12_persen
apanya yg hebat kalau pajak naikmenteri hebat itu menurunkan pajak,ppn_12_persen
tinggal sahkan uu perampasan aset sulit benerapa sih sulitnya tolong jelaskankebagian juga ya hasil korupsinya,ppn_12_persen
tri mak kazi ibuk mri sulyani,unknown
meningkatkan daya beli kok menaikkkan ppnharga semakin naik apa masy bisa membeli kok aneh pernyataannyawifi apakah barang mewah mestinya menurunkan ppn dampaknya daya beli akan kuat,ppn_12_persen
bahan kimia methanol naik sdh naik 2 minggu lalu yg semula 6500 menjadi 8000,ppn_12_persen
lemah sedikit guncangan saja pasti dia akan naikin bensingas dan yang lainyapayahsuck,ppn_12_persen
kebocoran uang negara mau ditambal dengan ppn12 mana cukup bu,ppn_12_persen
kelompok mobil dan motor mewah kok tidak di sebutngisi bbm pun ada yg pertalit,unknown
barang mewah bukankah niatnya awal itu kenaikan ppn untuk semua barang,ppn_12_persen
mulio ojo ngomoooong sepereeetttt,unknown
qris accesoris hp hp kena 12 kkkkkkkkkk ternyata kita semua kaya loh,ppn_12_persen
selagi sri mulyani jadi menteri keuangan maka indonesia tidak akan pernah majudari dulu smpai skrg sri mulyani jadi menteri keuangan indonesia masih stagnan dan tidak ada perkembangan dalam hal kenaikan rupiahmalahan skrg rupiah anjlok terendah dan dia juga mengantarkan rupiah jadi salah satu mata uang terendah di dunia,ppn_12_persen
sependapat sma mbah tedjoibarat salah obatsakit kepala dikasih obat mulespenyakit nya korubsimalah pajak yg dinaikan pajak2yg ujung2nya bikin sengsara rakyat,ppn_12_persen
menteri perindustrian perekonomian bumn kelautan investasi dll itu yg mencari uang dari sumber daya alam bu sri bukan rakyat yg mencari uang lalu di kejar2 bayar pajak terus kerjanya apa menteri2 tsb beban rakyat sdh berat bu,ppn_12_persen
prabowo prabowoooo,ppn_12_persen
masyarakat dan pasar sudah merespon negatif karena media dan influence yang menakutnakuti rakyat sedih liat segolongan orang yang memanfaatkan kesengsaraan rakyat demi keuntungan mereka sendiri,ppn_12_persen
coba tu koruptor dihukum mati gabakal kurang duit sampe harus ngerampok rakyat,ppn_12_persen
pertanggungjawabannya di akhirat loh pak bu,unknown
stop korupsi kembalikan uang hasil korupsi tambang senilai 271t produktifitas bumn perlu ditingkatkan kurangi impor pangan kurangi kebiasaan berhutang,ppn_12_persen
pemerintah belum 100hari ini hampir saja dianggap tidak lulus probation,ppn_12_persen
sekarang saja sembako sudah naik makin ngeri saja harga sekarang,ppn_12_persen
sahkan uu perampasan aset miskinkan koruptor dan hukuman mati gpp ppn naik juga,ppn_12_persen
pastikan pemerintah bisa mengatur harga sembako karena biasanya jangankan naik hanya isu saja sudah naik ppn nya harga sdh naik inter mie dari 3 bks 5 ribu jadi 2 ribu bks,ppn_12_persen
jelasin nya mepet bu bbrp sdh info naek,unknown
simpel kurangi tunjangan menteri rampas itu aset koruptor tunjangan dpr kurangi yg diperas rakyat kocak,ppn_12_persen
sy kurang suka sama si sri ini,ppn_12_persen
prakteknya sembako naik coba cek sendiri harganya,ppn_12_persen
berarti yang demo semalam itu orang kaya semua y,unknown
ini membuat inflasi lagi nilai rupiah menuju mata uang jimbabwe harga ikan dah naik bulan yg lalu kisaran 5000kg bulan depan menuju naikinflasi,ppn_12_persen
ok gas jogetin saja,ppn_12_persen
ternyata banyak komentar yang kepanasan ya berarti rakyat udah pada kaya ya pada beli barang mewah,ppn_12_persen
nah itu kmaren banyak mahasiwa dari seluruh indonesia yg demo geruduk istana blelum tahu juntrunganya dah mengoyak oyak istana saja toh buktinya istana dan pemerintah tetap pro rakyat kecil malu deh lo apa lagi oneng anggota dpr dari praksi pdi p yg ngotot slalu,ppn_12_persen
omon omon lagi ini perempuan semua sudah naik lihat saja kelanjutannya masih duduk disana atau bubar,ppn_12_persen
gamblang,unknown
wes ra gumun ro pemerintah yg korop tu sita tuk rakyat kok tidak brani,ppn_12_persen
bacot mah enteng bu coba liatin dokumen permenkeu nya,ppn_12_persen
selamat tahun baru 2025 guys 2025 2024 12,ppn_12_persen
bu sri mulyani kena prank pak presiden insentif sudah diumumkan malah ppn tidak jadi naik bagus2 at least demokrasi kita tidak mati,ppn_12_persen
barang mewah apaan sabun odol semuanya ikut naik,ppn_12_persen
transportasi naek kecuali untuk kepentingan negara bebas kenaikan pajak wahwahwah,ppn_12_persen
ppn 12 fix produk mulyono mulyani,ppn_12_persen
kaya tidak tahu pengusaha indonesia saja bu di pastikan semua naik kok maksa banget bikin sulit rakyat,ppn_12_persen
bu di lapangan harga harga udah naik email provider internet udh pengumuman ppn 12harga yang sudah naik mana mungkin turun lagi,ppn_12_persen
yth ibu sri mulayani apakah kran ukuran 3⁄4 adalah barang mewah,ppn_12_persen
mancing kemarahan rakyat seperti th 98,ppn_12_persen
negara yg udah sakit ya pimpinannya spt itu tidak mungkin peduli ama rakyat kecil,ppn_12_persen
mkan tu ok gas ok gas rasain,ppn_12_persen
base gentayangan ayo di goreng,unknown
pajak dinaikan untuk program penggemukan binatang,ppn_12_persen
warga 58 rt o2 pasti seneng banget,unknown
tangkap parah koruptor yg sdh merusak ekonomi rakyat,ppn_12_persen
percuma diumumkan faktanya semua naik,ppn_12_persen
saya dukung naikin pajak bangkan lebih dari 12 untuk barang mewah,ppn_12_persen
koruptor itu orang mewah loh bukenain ppn yang sangat tinggi pada koruptorkalau perlu langsung di hukum mati bagi koruptoryang tegas dong pada koruptormasak takut sama koruptor,ppn_12_persen
alhamdulillah,unknown
ngapain pada demo kemaren kan sudah di sampaikan yg kena ppn 12 persen untuk barang mewah kalau untuk orang kaya mah jangan pada demo mereka pada mampu bayar,ppn_12_persen
lucu informasi tidak jelas di awalcoba lihat lapangan bu audit beberapa instansi perusahaan swastadan kpp,unknown
siap2 biaya tol naik tarif internet naik yg punya kendaraan roda 2 atau lebih selamat menikmati,ppn_12_persen
sebenarnya uu perampasan aset hasil korupsi dan miskinkan koruptor pastilah program makan gratis berhasil dan kesejahteraan rakyat terpenuhijangan hanya ppn saja yg di kutak katksaya yakin pak prabowo survey naik 100,ppn_12_persen
mantap,unknown
minyak goreng da naik bu saya buka warung kanan kiri naik mau jualan pun bingung ramai orang ngak ada duit,ppn_12_persen
apa iya di lapangan bisa ada pembedanya makan jagung bakar dulu yuk sambil nyeruput kopi panas,unknown
mulyani spg nya mulyonoayo bu kumpulkan duit pajak rakyat sebanyak mungkin biar semua pejabat dapat jatah korupsi,ppn_12_persen
tidak ngurus mau naik kek mau turun ppn kekgak ngefek buat sayakarna saya sudah dijamin kebutuhan saya oleh bekingan saya yg maha kaya allah swt,ppn_12_persen
harusnya ambil saja tu yg 300t jangan naikin ppnindonesia sdh hancur lebur knp para koruptor hukumanya amat sgt tdk adil hrsnya di hukum seumur hidupmatimiskinkan rampas semua aset2nya,ppn_12_persen
percuma hasil pasti di korupsi lagi,ppn_12_persen
tolong ciptakan lapangan kerja secepatnya,unknown
mentri penghisap darah rakyat dengan naik pajak 12 rakyat daya beli lagi nurun susah makan susah kerja phk dimna mna omon 2 hanya barang mewah naik bohong semua sembako naik 3 kalimat jangan mau di tipu mentri omon 2 doang,ppn_12_persen
nggedebusss,unknown
ya kita lihat saja lah apakah benar barang yg mewah kena pajak tidak mempengaruhi harga barang barang lainnya wkwkwkw,ppn_12_persen
istirahat dulu bu,unknown
itu yang koar koar menolak ppn naik jadi 12 pada kemana ya malu kan para mahasiswa yg demo menolak kenaikan ternyata yg di bela mati matian adalah golongan orang kaya mahasiswa kok bisa bisanya demo tanpa tahu informasi sebenarnya udah jelas disitu yg kena pembelian properti di atas 30milyar penyewaan kapal pesiar pembelian emas batangan pembelian mobil mewah tas2 mewah yg umkm pun yg kena hanya yang berpenghasilan diatas 500juta,ppn_12_persen
gali lubang tutup lubang kalau tidak nyari pinjaman meras rkyt dengan pajak solusinya wkkkk katanya menkeu terbaik preet,ppn_12_persen
praktek dilapangan ngga mungkin ngga naikcuma dikemas saja biar ngga ada yg demo,ppn_12_persen
srimulyani terlibat tidak kasus jokowi terkorup didunia,ppn_12_persen
situ yang hutang rakyat yg bayar lalu teriak ekonomi meroket ekonomi trubus,ppn_12_persen
pajak jual beli saham juga kena 12 saham apakah barang mewah,ppn_12_persen
alah omon omon doang saya pasang wifi yg 10 mbps saja ppn nya naik jadi 12blog,ppn_12_persen
gym hotel n mall yo kena tax 12 persen,ppn_12_persen
hanya teorinya kahkita lihat saja kado awal tahun pemerintahan kimselamat menikmati ya gaes pemilih pemilu lalu,ppn_12_persen
liat muka 2 pra pejabat mirip buuu urit ayam pda,unknown
sembako sudah naik duluanminyak goreng saja sudah melejit tinggi tu harganya,ppn_12_persen
jadi berfikir ulang buat beli helikopter ah,unknown
