comment,paslon
"ngomong ko ngegas terus pak luthfialon asal ngena lewih becik loh ya
pokoke andika hendi nomer 1","andika_hendi, luthfi_taj"
lebih baik rambo daripada sambobravo pa andika perkasa,"andika_hendi, luthfi_taj"
insya allah lutfi taj yasin gubernur jateng,luthfi_taj
01 lbih mumpuni dan realistis bkn mengawang2 atau skdar omon2,"andika_hendi, luthfi_taj"
tahu kan pemimpin yg sudah siap tempur tahu medan kondisi bismillah utk jateng maju andika hendj,andika_hendi
andika hendi otot kawat balung besi  lutfi yasin otot karet balung lehor salah makan,"andika_hendi, luthfi_taj"
kendal selatan pak hendi namber one,andika_hendi
bismillah 02,luthfi_taj
rekam jejak andika perkasa selama jadi jenderal terbukti peduli wong cilik,andika_hendi
no 1 sj sy tetap mendukung yg dr pdip krn pdip  menghormati uudn,andika_hendi
saya tetap pak andika pak hindi,andika_hendi
wargah jateng setuju memili no 1 pak andika hendi,andika_hendi
mantap pak andika idola rakyat jawa tengah,andika_hendi
i love tni,andika_hendi
pak andika harus kalian menangkan saudara di jateng beliau layak jadi pemimpin,andika_hendi
kita kalah kan pengerusak demokrasi,unknown
ngk usah debat pak jelas mas lutfi gus yasin seng menang insyaallh,luthfi_taj
pak andika selalu di hati,andika_hendi
pokoke andika hendi nomer 1,andika_hendi
number  one heart,unknown
pak hendi pancen jos pandai cerdas santun,andika_hendi
jateng rambo perkasa sambo ke laut saja,"andika_hendi, luthfi_taj"
orang bijak pilih pemimpin yang asli jateng,unknown
"bismillah pak andi dan mas hendi 
gubernur 2024_2029","andika_hendi, luthfi_taj"
pokoke andika untuk jawa tengah,andika_hendi
tempat tepat tetep andika hendi pilihanku,andika_hendi
jateng gak butuh janji jateng butuh andika hendi,andika_hendi
hati2 kalau memilih wakil rakyat mantan pulisi yang banyak keliaran di jalan bukan tni udah banyak korban tilang,"andika_hendi, luthfi_taj"
vtsimon1922,"andika_hendi, luthfi_taj"
blk ki ora ono gunane isine wong nganggur dibayar lutfi eror,luthfi_taj
ngapunten yi  wakil periode pertama dpd mpun cekap nggih,unknown
saya warga purwokerto siap dukung andikahendi,andika_hendi
indonesia baru saja menang 2  0 atas arab saudi 2 yg menang,luthfi_taj
terimasih paslon satu yg delalu menghargai program padangan lain itulah satria,andika_hendi
yang sebelah berapi api jadi saya dan keluarga pilih yang sebelahnya,unknown
makin terlihat beda level kecerdasan pndidikan dg kombinasi pengalaman  yg sangat munpuni trlihat paslon 1 makin cemerlang bersyukur jateng akan memiliki pemimpin sekelas andika  hendi,andika_hendi
nyimak debat tadi seneng banget rasanya saat bpk hendi sebut daerah kebumen dengan pantai yang seperti di selandia baru,andika_hendi
gedabrus,unknown
andika hendi,andika_hendi
tetap andika hendi  paparannya masuk akal dan gak kebanyakan janji tapi bukti yg akan di persembahkan untuk jawa tengah,andika_hendi
tidak salah lagi kita pilih pasangan andika hendi mantap dan berbobot,andika_hendi
saya punya hak pilih tapi maaf tidak akan milih budak mulyono,luthfi_taj
"pin pin po

yg jd gub  wa gub tgl 27112024 mr lutfi  mr yasin
cah  wong sragen insya alloh dateng ke tps coblos no 02","andika_hendi, luthfi_taj"
pilih yang tidak jadi boneka partai,unknown
pekalongan pak andika dan pak hendi,andika_hendi
alhamdulillah melalui gelaran debat2 balon pemimpin ini kita bisa lbh mengenal dan mampu menentukan pilihan siapa yg akan kita dukung  melalui kwalitas apa yg beliau2 sampaikan atas program2nya  luar biasa kedua calon bisa saling dukung dan melenglapi wacana program2nya pokoke apik kabeh,luthfi_taj
02,luthfi_taj
salah 1 calon udah mulai ngasih minyak goreng,andika_hendi
subhanallah3semoga terkabulbpklutfiyasin,luthfi_taj
satu satu satu,andika_hendi
menyala pak andika  hendi kulo mendukung panjenengan,andika_hendi
pret lah no2,luthfi_taj
no2 kebanyakan janji,luthfi_taj
hendi lama2 watak nya kaya ganjar pdhl andika santun,"andika_hendi, luthfi_taj"
paslon 01 andika hendi ttep perkasa,andika_hendi
jangan lupa 01bpk and ikan perkasie,andika_hendi
hadir,unknown
"kok pada pak andika kebeh yo
yo alhamdulillah
brarti jenengan sehat",andika_hendi
perkasa pak jendaral emang,andika_hendi
jangan nerima bansos  buangkan saja kalau orang ngasih  ingat itu,unknown
siapapun gubernur jateng  asal jangan dari polisi,luthfi_taj
"andika hendi tidak muluk jual janjiuntuk jateng tetap no 1 rambo yes
sambo no","andika_hendi, luthfi_taj"
"awalnya saya suka pak lutfi
tapi saat melihat debat saya yakin pak andika hendi yang nggak bertele tele dan menyakinkan no1 yes","andika_hendi, luthfi_taj"
02 ahmad lutfi dan gus yasin,luthfi_taj
oi kalu idak terlaksana omon2 saja uwang dr mna hahaha ini janji bolih ditepati boleh tdk  kl sdh jd lupa,luthfi_taj
andika oke tp takutnya kaya kmrin2 boneka lg boneka lg jd ga bisa bergerak dgn tujuan awal waktu kampanye,"andika_hendi, luthfi_taj"
lebih lancar hendi dari pada andika kalau ngomong,andika_hendi
"bismillah dherek ikut pilih tni
ogah ma sambo judol","andika_hendi, luthfi_taj"
disini gak ada yg dukung sambo kah,luthfi_taj
tetap pak andika 01,andika_hendi
siapapun yg terpilihsmoga  amanahg omdog mlah mempersulit masyarakat,unknown
andika win,andika_hendi
rambo membara no rekayasa,andika_hendi
no 1 pigur nya juga kalahkan no 2,"andika_hendi, luthfi_taj"
no 1,andika_hendi
jawa tengah biru langit02 pilihanku,luthfi_taj
ora miker dekengan pusat opo maneh mantan pusatsek penting dukung penuh pk andika hendi menuju jateng 1,andika_hendi
bpk andika  bpk hendi jos 27 siap memilih,"andika_hendi, luthfi_taj"
01,andika_hendi
insya allah pak andika,andika_hendi
"emoh pilih koncone sambo
pak rambo pilihanku","andika_hendi, luthfi_taj"
pilih dari pdip ora ridho pasti nyusruuk,andika_hendi
"hendi itu memberi contoh apa yang pernah sudah dilakukan saat hendi jabat walikota

yasin iku sing goblok pekok ora esoh nompo maksute hendi","andika_hendi, luthfi_taj"
pak andika tipe pemimpin pekerja lihat history di youtube  sewaktu pak andika jadi ksad dan panglima tni jateng rugi kalo tdk dapat pemimpin pak andika perkasa pak andika tipe pemimpin peduli,andika_hendi
tetap pilih andika semakin meroket konsetuenya,andika_hendi
pilih yang tidak ada mulyono nya,luthfi_taj
lutfi hakim mengunakan vidio pak prabowo  di youtube,luthfi_taj
jangan pilih petugas partai  menangkan 01  ahmad lutfi dan gus yasin,"andika_hendi, luthfi_taj"
"semog maju jawa tengengah meski kedua pasangan ini baik mungkin hanya 1 yg terbaik 
mohon maf buat  pasangan pak lutfi mungkin hatiku tergerak tuk memilih pasangan pak andika p hendi  salam","andika_hendi, luthfi_taj"
ahmad lutfi menang menang no 2,luthfi_taj
pilihanku no 1,andika_hendi
"sama2 bagus 
tergantung hati nurani",luthfi_taj
muka cerah ramah senyum  andika perkasa top,andika_hendi
pak andika hendi oke no 1 jgn lupa ke ke tps no 1,andika_hendi
andika hendi,andika_hendi
lirik juga kab brebes ujung barat jawa tengah bapak bapak disana belum bisa teropeni sepenuh nya,unknown
salam dr jogja pak andika pak hendi berkelas sekali anda layak jadi pemimpin jateng bismillah nderek berdoa 2024 andika hendi jateng 1,"andika_hendi, luthfi_taj"
andika,andika_hendi
lutfi gus yasin,luthfi_taj
ganyang pasukan mulyono,luthfi_taj
panglima rambo joss luwih becik luwih maju,andika_hendi
lutfi retorika,luthfi_taj
bismillah andika,andika_hendi
andika yess kalahkan mulyono,"andika_hendi, luthfi_taj"
tgl 27 pak andika menang tgl 28 potong rambut botak,"andika_hendi, luthfi_taj"
andika hendi,andika_hendi
jangan marah gus gas e ojo naik slow,luthfi_taj
orang cerdas pilih bpk andika perkasa,andika_hendi
top  kenapa andika  hendi lebih disukai rakyat jawa yejgh,andika_hendi
apa gak ada pendukung sambo d sini,luthfi_taj
number 1 my idola,andika_hendi
gk ada obat jendralsaya akan pulang ke jawa te gah untuk milih jendral,unknown
nyong wong kebumen jend andika perkasa is the best t,andika_hendi
pak lutfi dan gus yasinorang baiksudah jd kehendak alam jd gubenur dan wakil gubenur dan dapat suara 60,luthfi_taj
ahmad lutfi dong,luthfi_taj
andika perkasa pilihaku untuk jateng 1,andika_hendi
andika hendi,andika_hendi
andika perkasa,andika_hendi
no 1 pilihanku rambo yes,andika_hendi
saya tertarik visi misi paslon 02,luthfi_taj
ganjar mahfud,unknown
andika  hendi,andika_hendi
andikaa,andika_hendi
andika hendi lebih teruji memimpin jawa tengah memilih pemimpin liat rekam jejak nya liat pak luthfi ketika jadi kapolda dan liat pak andika ketika jadi panglima liat pak hendi ketika jadi walikota dan liat gus yasin ketika jadi wakil gubernur,"andika_hendi, luthfi_taj"
sosok calon gubernur yg santun cerdas rendah hati tgl 27 nov andika hendi bismillah,"andika_hendi, luthfi_taj"
01 gaspol,andika_hendi
01 gasspoll,andika_hendi
orang waras pasti pilih tni,andika_hendi
klo no 2 yg jadi gubernur taj yasin ya bakalan dipikirkan lah ini kemarin sudah wakil sekarang wakil lagi ga ada peningkatan mending jadi dpd gajinya gede klopun nanti jadi nanti2nya juga ga mungkin taj yasin jadi ri 1 atau 2,"andika_hendi, luthfi_taj"
nu masih milih nungadukung na kelga mulyono jeung fufufafa berarti masih beulegug,luthfi_taj
poolke bersatu untuk andika hendi gas pool,andika_hendi
saudara saudara ku yg tinggal di jateng ayo pilih p andika salam dari kalimantan,andika_hendi
"nomer setunggal mawonach
liyaneemoh",unknown
01 joss,andika_hendi
pokoe gas pool pak jendral,unknown
jateng cerdas 1,andika_hendi
tetap perkasa to yo,andika_hendi
"pokokke no 1 
menyala",andika_hendi
lutfiyasin bnyak jnji jwbanya teoritisandikahendi praktek nyata ndak obral jnjiandikahendi gubernur dan wakil gubernur jateng coblos no1,"andika_hendi, luthfi_taj"
no 2 boleh to,luthfi_taj
saya warga jatim tetap mendukung andika perkasa for gubernur jateng 2024  2029 bismillah pasti menang aamiinlebih baik figur tni yg memimpin dari pada figur polisi,"andika_hendi, luthfi_taj"
pak luthfi gus yasin mantap,luthfi_taj
ternyata keren pak lutfi cara pemikiran nya,luthfi_taj
rambo bae aja sambo tegal nyawiji ora kota ora kabupaten ora provinsi pokoke no 1 kabeh,"andika_hendi, luthfi_taj"
andikahendi visi misinya jelas  pak andika mantan panglima tni yg berhasil pak hendi jg walikota semarang dengan,andika_hendi
visi misi nya kok bagus ya pak lutfi,luthfi_taj
2 foya,luthfi_taj
dari muka nya ga ada yang bener,unknown
alhamdulillah kalau sudah satu suara untuk 01  andika for jateng 1,andika_hendi
mau ono sing bangga ne cedak karo pusat,unknown
ngluruk tanpo bolo menang tanpo ngasorake hore damai,unknown
01,andika_hendi
rambo joz,andika_hendi
orang cerdas pasti pilih 01 andika hendi poolke,andika_hendi
halah si lutfi kokean ndabrul,luthfi_taj
dukung no 2 pak lutfi pasti menang,luthfi_taj
kue ngluruk kampanye gowo sopo wae  wong seng akeh gowo bolo yo kue lut lut,unknown
omon x golongn pa mulyono,luthfi_taj
mg pa andika yg membang amin,andika_hendi
"keduanya baik
tapi yang berkualitas dalam debat hatiku pilihanku jatuh pada andika hendi saya bukan pdi tapi andika hendi lebih mantab","andika_hendi, luthfi_taj"
pak luthfi saya yakin bapak betul2 mau ngopeni kita yakin 02,luthfi_taj
tetap pa andika yg trbaik amin,andika_hendi
bismillah moga andika hendi mnang,andika_hendi
ditunggu program apikmu pak luthfi,luthfi_taj
jateng perkasa,andika_hendi
saya mau mudik besok ke jateng mau coblos andika hendi,andika_hendi
ahmad luthfi seng duwe visi jelas,luthfi_taj
pak luthfi orangnya tegas tapi merakyatcocok jadi pemimpin buat jateng,luthfi_taj
andika hendi top yess,andika_hendi
wegah milih jagone mulyonopak andika wae,"andika_hendi, luthfi_taj"
ttap andika yg terbaik,andika_hendi
purbalingga pilih lugas,unknown
yakin pak luthfi mampu ngangkat jateng jadi lebih hebat,luthfi_taj
saya pilih calon gubernur yang keren no 02,luthfi_taj
jateng perkasa,andika_hendi
jateng bakal tambah maju kalau pak luthfi jadi gubernur kabeh kudu dukung,luthfi_taj
andika perkasa for jateng,andika_hendi
pilihan nya cuman 2 dan sulit di pertimbangkan kalau pilihan nya 5 gitu bisa di pertimbangkan,luthfi_taj
kokoh tak tergoyahkan warga jateng jgn lupa 27 nov no 01 andika perkasa hendo,"andika_hendi, luthfi_taj"
madep mantep andika hendi menang menang menang,andika_hendi
siapapun pengendoos  siapapun dengengan jurkamya  saya ga gentar ttp no 1 aku ykn bersama pa rambo jateng akan lbh baik rambo rambo rambo yes menang,andika_hendi
gatotkocone jateng,unknown
mantap pak andikahendi,andika_hendi
pak lutfi kebanyakan janji janji,luthfi_taj
yg di pilihh p prbwo p lfii,luthfi_taj
hehehehe hanya ada satu paslon jendral pur tni andika perkasa  gub jateng,andika_hendi
nomor 1 sangat layak dan cocok mimpin jateng 1 mantap pak jendral andika dan pak hendi menang menang menang,andika_hendi
01 memang mumpuni,andika_hendi
pak andikagak muluk,andika_hendi
enyonge pilih mas lutfi,luthfi_taj
ini jateng bukan solo,unknown
andika hendi on syas alpoj menang,andika_hendi
01,andika_hendi
pak luthfi ki pemimpin yang kita butuhkan betul2 ndak ada jarak sama rakyat,luthfi_taj
terus buat agama  lain gimana pak lutfi  harus salingi bersatu biarpun agama berbeds,"andika_hendi, luthfi_taj"
program lutfi muluk muluk seperti asuransi kesehatan gratis duitnya dari mana bpjs aja tekor 20t memang pak andika yg tau situasi kondisi keuangan makanya ga muluk2 akan mengandalkan regulasi yg berpihak pada pertumbuhan ekonomi,"andika_hendi, luthfi_taj"
saya warga jateng percaya pak luthfi bakal bawa perubahan yang positif,luthfi_taj
